SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,04,ARIZONA,AZ,Double Adobe Elementary District (4179),01,,AZ-4179,0402490,7081 N CENTRAL HWY,,,McNeal,AZ,85617,9692,7081 N CENTRAL HWY,,,McNeal,AZ,85617,9692,(520)364-3041,http://www.doubleadobeschool.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Douglas Unified District (4174),01,,AZ-4174,0402530,1132 E 12TH ST,,,DOUGLAS,AZ,85607,2337,1132 E 12TH ST,,,DOUGLAS,AZ,85607,2337,(520)364-2447,http://www.douglasschools.org/o/douglas-usd-27,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,9
2023-2024,04,ARIZONA,AZ,Duncan Unified District (4228),01,,AZ-4228,0402600,PO BOX 710,,,DUNCAN,AZ,85534,0710,108 Stadium Ave,,,Duncan,AZ,85534,,(928)359-2472,,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Dysart Unified District (4243),01,,AZ-4243,0402690,15802 N PARKVIEW PL,,,SURPRISE,AZ,85374,7466,15802 N PARKVIEW PL,,,SURPRISE,AZ,85374,7466,(623)876-7000,http://www.dysart.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,25
2023-2024,04,ARIZONA,AZ,Mary C O'Brien Accommodation District (4435),01,,AZ-4435,0402740,3740 N TOLTEC RD,,,TOLTEC,AZ,85131,9669,3740 N TOLTEC RD,,,TOLTEC,AZ,85131,9669,(520)450-4466,http://www.pinalk12.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Elfrida Elementary District (4185),01,,AZ-4185,0402760,PO BOX 328,,,ELFRIDA,AZ,85610,0328,4070 W JEFFERSON RD,,,ELFRIDA,AZ,85610,9125,(520)642-3428,http://www.elfridaschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Eloy Elementary District (4448),01,,AZ-4448,0402790,1011 N SUNSHINE BLVD,,,ELOY,AZ,85131,2178,1011 N SUNSHINE BLVD,,,ELOY,AZ,85131,2178,(520)466-2100,http://www.eloyesd.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,3
2023-2024,04,ARIZONA,AZ,Empire Elementary District (4415),01,,AZ-4415,0402820,13200 E GREATERVILLE RD,,,SONOITA,AZ,85637,6421,13200 E GREATERVILLE RD,,,SONOITA,AZ,85637,6421,(520)455-0529,,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,04,ARIZONA,AZ,Flagstaff Unified District (4192),01,,AZ-4192,0402860,3285 E SPARROW AVE,,,FLAGSTAFF,AZ,86004,7794,3285 E SPARROW AVE,,,FLAGSTAFF,AZ,86004,7794,(928)527-6000,http://www.fusd1.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,16
2023-2024,04,ARIZONA,AZ,Florence Unified School District (4437),01,,AZ-4437,0402920,PO BOX 2850,,,FLORENCE,AZ,85132,3053,1000 S MAIN ST,,,FLORENCE,AZ,85132,8132,(520)866-3500,http://www.fusdaz.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,14
2023-2024,04,ARIZONA,AZ,Flowing Wells Unified District (4405),01,,AZ-4405,0403010,1556 W PRINCE RD,,,TUCSON,AZ,85705,3024,1556 W PRINCE RD,,,TUCSON,AZ,85705,3024,(520)696-8901,http://www.flowingwellsschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,11
2023-2024,04,ARIZONA,AZ,Fountain Hills Unified District (4247),01,,AZ-4247,0403040,16000 E PALISADES BLVD,,,FOUNTAIN HILLS,AZ,85268,3131,16000 E PALISADES BLVD,,,FOUNTAIN HILLS,AZ,85268,3131,(480)664-5000,http://www.fountainhillsschools.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,5
2023-2024,04,ARIZONA,AZ,Fowler Elementary District (4273),01,,AZ-4273,0403060,1617 S 67TH AVE,,,PHOENIX,AZ,85043,7717,1617 S 67TH AVE,,,PHOENIX,AZ,85043,7717,(623)707-4500,http://www.fesd.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,8
2023-2024,04,ARIZONA,AZ,Fredonia-Moccasin Unified District (4195),01,,AZ-4195,0403080,PO BOX 247,,,FREDONIA,AZ,86022,0247,221 East Hortt St,,,Fredonia,AZ,86022,,(928)643-7333,http://fredonia.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Fort Huachuca Accommodation District (4167),01,,AZ-4167,0403150,PO BOX 12954,,,FORT HUACHUCA,AZ,85670,2954,21110 Hines Rd,,,FORT HUACHUCA,AZ,85613,,(520)458-5082,http://fhasd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,3
2023-2024,04,ARIZONA,AZ,Fort Thomas Unified District (4221),01,,AZ-4221,0403200,PO BOX 300,,,FORT THOMAS,AZ,85536,0300,15560 W Elementary School Road,,,Fort Thomas,AZ,85536,,(928)485-9423,http://www.ftusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,04,ARIZONA,AZ,Gadsden Elementary District (4505),01,,AZ-4505,0403240,PO BOX 6870,,,SAN LUIS,AZ,85349,6802,1350 E Juan Sanchez Blvd.,,,San Luis,AZ,85349,,(928)627-6540,http://www.gesd32.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,9
2023-2024,04,ARIZONA,AZ,Ganado Unified School District (4157),01,,AZ-4157,0403290,PO BOX 1757,,,GANADO,AZ,86505,1757,Hwy 264,,,Ganado,AZ,86505,,(928)755-1000,http://www.ganado.k12.az.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,04,ARIZONA,AZ,Gila Bend Unified District (4238),01,,AZ-4238,0403310,PO BOX V,,,GILA BEND,AZ,85337,0420,308 N Martin Ave,,,Gila Bend,AZ,85337,,(928)683-2225,http://www.gbusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Gilbert Unified District (4239),01,,AZ-4239,0403400,140 S GILBERT RD,,,GILBERT,AZ,85296,1016,1016 N BURK ST,,,GILBERT,AZ,85234,3473,(480)497-3300,http://www.gilbertschools.net,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,38
2023-2024,04,ARIZONA,AZ,Glendale Elementary District (4271),01,,AZ-4271,0403420,7301 N 58TH AVE,,,GLENDALE,AZ,85301,1893,7301 N 58TH AVE,,,GLENDALE,AZ,85301,1893,(623)237-7100,http://www.gesd40.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,14
2023-2024,04,ARIZONA,AZ,Glendale Union High School District (4285),01,,AZ-4285,0403450,7650 N 43RD AVE,,,GLENDALE,AZ,85301,1661,7650 N 43RD AVE,,,GLENDALE,AZ,85301,1661,(623)435-6000,http://www.guhsdaz.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,11
2023-2024,04,ARIZONA,AZ,Globe Unified District (4208),01,,AZ-4208,0403500,460 N WILLOW ST,,,GLOBE,AZ,85501,2589,501 E ASH ST,,,GLOBE,AZ,85501,2206,(928)402-6011,http://www.globeschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,4
2023-2024,04,ARIZONA,AZ,Grand Canyon Unified District (4194),01,,AZ-4194,0403550,PO BOX 519,,,Grand Canyon Village,AZ,86023,0519,1 Boulder St,,,Grand Canyon Village,AZ,86023,,(928)638-2461,http://www.grandcanyonschool.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Hackberry School District (4371),01,,AZ-4371,0403660,9501 E NELLIE DR,,,KINGMAN,AZ,86401,8917,9501 E NELLIE DR,,,KINGMAN,AZ,86401,8917,(928)692-0013,http://www.mycedarhills.info/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Hayden-Winkelman Unified District (4212),01,,AZ-4212,0403730,PO BOX 409,,,WINKELMAN,AZ,85192,0010,824 Thorne Ave,,,Winkelman,AZ,85292,,(520)356-7876,,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Higley Unified School District (4248),01,,AZ-4248,0403780,2935 S RECKER RD,,,GILBERT,AZ,85295,7846,2935 S RECKER RD,,,GILBERT,AZ,85295,7846,(480)279-7000,http://www.husd.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,16
2023-2024,04,ARIZONA,AZ,Holbrook Unified District (4389),01,,AZ-4389,0403820,PO BOX 640,,,HOLBROOK,AZ,86025,0640,1000 N. 8th Ave.,,,Holbrook,AZ,86025,,(928)524-6144,http://www.holbrook.k12.az.us,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,5
2023-2024,04,ARIZONA,AZ,Maricopa County Regional School District (4234),01,,AZ-4234,0403860,4041 N. Central Avenue Suite,,,PHOENIX,AZ,85012,,4041 N. Central Avenue Suite,,,PHOENIX,AZ,85012,,(602)452-4700,http://www.mcrsd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Humboldt Unified District (4469),01,,AZ-4469,0403870,6411 N ROBERT RD,,,Prescott Valley,AZ,86314,9146,6411 N ROBERT RD,,,Prescott Valley,AZ,86314,9146,(928)759-4000,http://www.humboldtunified.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,11
2023-2024,04,ARIZONA,AZ,Hyder Elementary District (4502),01,,AZ-4502,0403900,PO BOX 3001,,,DATELAND,AZ,85333,3001,Ave 64E & I-8,,,Dateland,AZ,85333,,(928)454-2242,http://www.hyderschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Baboquivari Unified School District #40 (4412),01,,AZ-4412,0403950,PO BOX 248,,,SELLS,AZ,85634,0248,111 W Main,,,Sells,AZ,85634,,(520)719-1200,http://www.busd40.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,6
2023-2024,04,ARIZONA,AZ,Isaac Elementary District (4259),01,,AZ-4259,0403960,3348 W MCDOWELL RD,,,PHOENIX,AZ,85009,2416,3348 W MCDOWELL RD,,,PHOENIX,AZ,85009,2416,(602)455-6700,http://www.isaacschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,13
2023-2024,04,ARIZONA,AZ,J O Combs Unified School District (4445),01,,AZ-4445,0403990,43371 N KENWORTHY RD,,,SAN TAN VLY,AZ,85140,,43371 N KENWORTHY RD,,,SAN TAN VLY,AZ,85140,,(480)987-5300,http://www.jocombs.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,10
2023-2024,04,ARIZONA,AZ,Joseph City Unified District (4388),01,,AZ-4388,0404010,PO BOX 8,,,JOSEPH CITY,AZ,86032,0008,8176 WESTOVER ST,,,JOSEPH CITY,AZ,86032,,(928)288-3307,http://schools.jcusd.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Kayenta Unified School District #27 (4396),01,,AZ-4396,0404060,PO BOX 337,,,KAYENTA,AZ,86033,0337,N Hwy 163,,,Kayenta,AZ,86033,,(928)697-2001,http://www.kayenta.k12.az.us/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,4
2023-2024,04,ARIZONA,AZ,Kirkland Elementary District (4480),01,,AZ-4480,0404170,PO BOX 120,,,KIRKLAND,AZ,86332,0120,150 Main Street,,,Kirkland,AZ,86332,,(928)442-3258,http://www.kirklandaz.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Klondyke Elementary District (4223),01,,AZ-4223,0404200,921 W THATCHER BLVD,,,SAFFORD,AZ,85546,3133,921 W THATCHER BLVD,,,SAFFORD,AZ,85546,3133,(928)428-2880,,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,04,ARIZONA,AZ,Kyrene Elementary District (4267),01,,AZ-4267,0404230,8700 S KYRENE RD,,,TEMPE,AZ,85284,2108,8700 S KYRENE RD,,,TEMPE,AZ,85284,2108,(480)541-1000,http://www.kyrene.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,26
2023-2024,04,ARIZONA,AZ,Lake Havasu Unified District (4368),01,,AZ-4368,0404280,2200 HAVASUPAI BLVD,,,Lake Havasu City,AZ,86403,3122,2200 HAVASUPAI BLVD,,,Lake Havasu City,AZ,86403,3122,(928)505-6900,http://www.lhusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,9
2023-2024,04,ARIZONA,AZ,Laveen Elementary District (4276),01,,AZ-4276,0404290,5001 W DOBBINS RD,,,LAVEEN,AZ,85339,9733,5001 W DOBBINS RD,,,LAVEEN,AZ,85339,9733,(602)237-9100,http://www.laveeneld.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,10
2023-2024,04,ARIZONA,AZ,Liberty Elementary District (4266),01,,AZ-4266,0404320,19871 W FREMONT RD,,,BUCKEYE,AZ,85326,9512,19871 W FREMONT RD,,,BUCKEYE,AZ,85326,9512,(623)474-6600,http://www.liberty25.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,7
2023-2024,04,ARIZONA,AZ,Litchfield Elementary District (4281),01,,AZ-4281,0404380,272 E SAGEBRUSH ST,,,Litchfield Park,AZ,85340,4934,272 E SAGEBRUSH ST,,,Litchfield Park,AZ,85340,4934,(623)535-6000,http://lesd79.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,19
2023-2024,04,ARIZONA,AZ,Littlefield Unified District (4374),01,,AZ-4374,0404410,PO BOX 730,,,BEAVER DAM,AZ,86432,0730,3475 E RIO VIRGIN RD,,,BEAVER DAM,AZ,86432,,(928)418-2003,http://www.lusd9.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Littleton Elementary District (4278),01,,AZ-4278,0404440,PO BOX 280,,,CASHION,AZ,85329,0280,1600 S 107TH AVE,,,AVONDALE,AZ,85323,2209,(623)478-5600,http://www.littletonaz.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,10
2023-2024,04,ARIZONA,AZ,Madison Elementary District (4270),01,,AZ-4270,0404500,5601 N 16TH ST,,,PHOENIX,AZ,85016,2903,5601 N 16TH ST,,,PHOENIX,AZ,85016,2903,(602)664-7900,http://madisonaz.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,8
2023-2024,04,ARIZONA,AZ,Maine Consolidated School District (4199),01,,AZ-4199,0404530,PO BOX 50010,,,PARKS,AZ,86018,0010,10 N. Spring Valley Rd.,,,Parks,AZ,86018,,(928)635-2115,http://mcsd10.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Mammoth-San Manuel Unified District (4439),01,,AZ-4439,0404570,PO BOX 406,,,SAN MANUEL,AZ,85631,0406,711 S MCNAB PKWY,,,SAN MANUEL,AZ,85631,1337,(520)385-2336,http://www.msmusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Marana Unified District (4404),01,,AZ-4404,0404630,11279 W GRIER RD STE 115A,,,MARANA,AZ,85653,9609,11279 W GRIER RD STE 115A,,,MARANA,AZ,85653,9609,(520)682-3243,http://www.maranausd.org/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,20
2023-2024,04,ARIZONA,AZ,Maricopa Unified School District (4441),01,,AZ-4441,0404720,44150 W MARICOPA CASA GRANDE H,,,MARICOPA,AZ,85138,5900,44150 W MARICOPA CASA GRANDE H,,,MARICOPA,AZ,85138,5900,(520)568-5100,http://www.musd20.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,13
2023-2024,04,ARIZONA,AZ,Altar Valley Elementary District (4418),01,,AZ-4418,0404770,HCR 1 Box 130,,,Tucson,AZ,85736,,10105 S SASABE RD,,,TUCSON,AZ,85736,1226,(520)822-1484,http://www.altarvalleyschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,2
2023-2024,04,ARIZONA,AZ,Mayer Unified School District (4473),01,,AZ-4473,0404820,PO BOX 1059,,,MAYER,AZ,86333,1059,12606 E MAIN ST,,,MAYER,AZ,86333,9539,(928)642-1000,http://www.mayerschools.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,2
